"firstname","lastname","university","university_shortname","university_city","function","organization","organization_sector"
"Stewart","Cole","ETH Lausanne","EPF","Lausanne","Contrat de Conseil","K-RITH, Durban, South Africa","Education & research"
"Stewart","Cole","ETH Lausanne","EPF","Lausanne","Membre du Conseil d'Administration","Institut Pasteur Paris, France","Education & research"
"Pierre","Collin Dufresne","ETH Lausanne","EPF","Lausanne","Academic Advisory Board","KEPOS Capital (NYC)","Financial industry & insurances"
"Pierre","Collin Dufresne","ETH Lausanne","EPF","Lausanne","Advisory Board","Lombard Odier, Geneva","Financial industry & insurances"
"Pierre","Collin Dufresne","ETH Lausanne","EPF","Lausanne","Advisory Board","SANCUS Capital (NYC)","Financial industry & insurances"
"Pierre","Collin Dufresne","ETH Lausanne","EPF","Lausanne","Expert Witness Consulting","Cornerstone Research (NYC)","Consulting, public relations, legal & trust"
"Edwin Charles","Constable","Uni Basel","UBA","Basel","Mitglied der Life Science Kommission","HKBB Basel","Commerce, trade & services"
"Edwin Charles","Constable","Uni Basel","UBA","Basel","Mitglied des Management Board","Biovalley Basel","Commerce, trade & services"
"Edwin Charles","Constable","Uni Basel","UBA","Basel","Mitglied des Management Board","EVA Basel Life Science Start-up Agency","Consulting, public relations, legal & trust"
"Edwin Charles","Constable","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Universitätsspital Basel, Forschungsstiftung","Pharma & health"
"Edwin Charles","Constable","Uni Basel","UBA","Basel","Mitglied des Verwaltungsrates","Unitectra AG","Education & research"
"Achim","Conzelmann","Uni Bern","UBE","Bern","NA","Foundation of Talents","Society, Social, Culture & Sports"
"Achim","Conzelmann","Uni Bern","UBE","Bern","NA","PH Bern, Schulrat","Education & research"
"Grégoire","Courtine","ETH Lausanne","EPF","Lausanne","Création de Start-up","G-Therapeutics SA ","Pharma & health"
"Grégoire","Courtine","ETH Lausanne","EPF","Lausanne","Enseignement de cours Master","DNF, UNIL, Lausanne","Education & research"
"Gianluca","Crippa","Uni Basel","UBA","Basel","Vizepräsident","Bernoulli-Euler-Gesellschaft Basel","Education & research"
"William","Curtin","ETH Lausanne","EPF","Lausanne","Adjunct Professor (collaborations on US-funded research. Currently 10% is charged to one grant)","School of Engineering, Brown University","Education & research"
"William","Curtin","ETH Lausanne","EPF","Lausanne","Editor-in-Chief (no contract, modest honorarium for professional activity)","Modelling and Simulation in Materials Sci. and Eng., Inst. of Physics, UK","Education & research"
"William","Curtin","ETH Lausanne","EPF","Lausanne","Scientific Advisory Board (2 days/year + some report writing)","A*star Singapore, Inst. High Performance Computing","Education & research"
"Raffaello","D'Andrea","ETH Zürich","ETH","Zurich","VR-Präsidium","Verity Studios AG","Industry, construction & agriculture"
"Robert","Danon","Uni Lausanne","ULA","Lausanne","Mandat","Activités académiques","Education & research"
"James W.","Davis","Uni St. Gallen","USG","Saint Gallen","Mitglied der Parlamentarischen Kommission zur Überprüfung und Sicherung der Parlamentsrechte bei der Mandatierung von Auslandseinsätzen der Bundeswehr","Deutscher Bundestag","Politics, administration, justice system & security sector"
"James W.","Davis","Uni St. Gallen","USG","Saint Gallen","Mitglied des Verwaltungsrates","Paradigm Capital Partners","Financial industry & insurances"
"Anthony C.","Davison","ETH Lausanne","EPF","Lausanne","Consultancy on statistical analysis of accidents in French motorway tunnels","BG Consulting, Lausanne","Consulting, public relations, legal & trust"
"Anthony C.","Davison","ETH Lausanne","EPF","Lausanne","Editor, Biometrika (editor of a major statistics journal)","Biometrika Trust, University College London","Media & communication"
"Enrico","De Giorgi","Uni St. Gallen","USG","Saint Gallen","Partner","Behavioural Finance Solutions GmbH","Technology"
"Giovanni","de Micheli","ETH Lausanne","EPF","Lausanne","ALARI / Instructor","USI, Lugano, CH","Education & research"
"Giovanni","de Micheli","ETH Lausanne","EPF","Lausanne","CfAED Techn. Advisory board","Dresden, D","Politics, administration, justice system & security sector"
"Giovanni","de Micheli","ETH Lausanne","EPF","Lausanne","IMEC Techn. Advisory board","IMEC, Leuven, B","Education & research"
"Michele","De Palma","ETH Lausanne","EPF","Lausanne","Advisory Board Meeting - Sanofi","Sanofi, Barcelona - 17/11/2014","Pharma & health"
"Michele","De Palma","ETH Lausanne","EPF","Lausanne","Seminar-Roche","Roche, Basel - 10/01/2014","Pharma & health"
"Dominique","de Quervain","Uni Basel","UBA","Basel","Mitglied des Verwaltungsrates","GeneGuide AG, Basel","Technology"
"Nico","de Rooij","ETH Lausanne","EPF","Lausanne","Conseil d'administration","High Tech Factory, Enschede, NL","Industry, construction & agriculture"
"Nico","de Rooij","ETH Lausanne","EPF","Lausanne","Conseil d'administration","Silatech SA, Neuchâtel","Commerce, trade & services"
"Nico","de Rooij","ETH Lausanne","EPF","Lausanne","Conseil d'administration","SwissScientific SA, Neuchâtel","Financial industry & insurances"
"Nico","de Rooij","ETH Lausanne","EPF","Lausanne","Conseil scientifique","Seyonic SA, Neuchâtel","Industry, construction & agriculture"
"Nico","de Rooij","ETH Lausanne","EPF","Lausanne","Conseil scientifique du CSEM SA","CSEM SA, Neuchâtel","Education & research"
"Nico","de Rooij","ETH Lausanne","EPF","Lausanne","Président du conseil d'administration","Contrôle officiel suisse des chronomètres (COSC), La Chaux-de-Fonds","Industry, construction & agriculture"
"Harris","Dellas","Uni Bern","UBE","Bern","NA","Study Center Gerzensee","Education & research"
"Bart","Deplancke","ETH Lausanne","EPF","Lausanne","Board Member","GeNohm SA, EPFL Innovation Park, Lausanne","Technology"
"Inès","Devanthéry-Lamunière","ETH Lausanne","EPF","Lausanne","Associée","dl-a, designlab-architecture SA, Genève","Industry, construction & agriculture"
"Benoît","Deveaud","ETH Lausanne","EPF","Lausanne","Assesseur à la Commission de Conciliation en matière de baux","Préfecture de Lausanne","Politics, administration, justice system & security sector"
"Benoît","Deveaud","ETH Lausanne","EPF","Lausanne","Membre du comité de Fondation","Fondation Adrian et Simone Frutiger, Berne","Pharma & health"
"Pascal","Dey","Uni St. Gallen","USG","Saint Gallen","Dozent","Fachhochschule Nordwestschweiz","Education & research"
"François","Diederich","ETH Zürich","ETH","Zurich","Aufsichtsratsmandat","BASF Societas Europeae (Schweden)","Technology"
"Giovanni","Dietler","ETH Lausanne","EPF","Lausanne","Membre de la commission d'evaluation des profs boursiers SNF","SNF, Berne","Education & research"
"Giovanni","Dietler","ETH Lausanne","EPF","Lausanne","Membre du Conseil Communal","Echandens","Politics, administration, justice system & security sector"
"Giovanni","Dietler","ETH Lausanne","EPF","Lausanne","Membre du Conseil de la Fondation Monte Verità, Ascona, représentant EPFL","EPFL","Education & research"
"Giovanni","Dietler","ETH Lausanne","EPF","Lausanne","Membre du Conseil Scientifique","Adolphe Merkle Institute, Université de Fribourg","Education & research"
"Dieter","Dietz","ETH Lausanne","EPF","Lausanne","Architecture, agence d'architecture","dieterdietz.org","Industry, construction & agriculture"
"Dieter","Dietz","ETH Lausanne","EPF","Lausanne","RATP, audit des espaces","RATP, Paris","Energy, environment & mobility"
"Pierre","Dillenbourg","ETH Lausanne","EPF","Lausanne","Mandat d'études sur la stratégie MOOC des universités Flamandes","Koninklijke Vlaamse Academie van België voor Wetenschappen en Kusten, Brussel","Education & research"
"Pierre","Dillenbourg","ETH Lausanne","EPF","Lausanne","Membre indépendant du conseil d'administration de l'établissement scolaire privé Haut-Lac (1 séance)","Haut-Lac Ecole internationale bilingue, St-Légier, CH","Education & research"
"Valentin","Djonov","Uni Bern","UBE","Bern","NA","SWISSENDOS Stiftungsrat","Pharma & health"
"Minyue","Dong","Uni Lausanne","ULA","Lausanne","NA","Activités académiques","Education & research"
"Gian-Paulo","Dotto","Uni Lausanne","ULA","Lausanne","NA","Massachusetts General Hospital","Pharma & health"
"Jacques","Dubey","Uni Freiburg","UFR","Fribourg","Rechtsberater","Selbstständig","Not classifiable"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre","Concile de l'EMBO","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre","Conseil de l'EMBL","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre conseil scientifique","Fondation Louis Jeantet, Genève","Pharma & health"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre de comité scientifique","Institut Curie Paris","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre de comité scientifique","Institut génomique Montpellier","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre de comité scientifique","Institute Imagine Paris","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre du comité steering","IGBMC Strasbourg","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre du conseil scientifique","CBM Severo Ochoa research Centre, Madrid","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre du conseil scientifique","Hubrecht Institute Utrecht","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre du conseil scientifique","Institut Curie, Paris","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre du conseil scientifique","Strategic Research Initiative on stem cells, Stockholm","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Membre du conseil scientifique","Wallenberg Institute for Regenerative Medicine, Stockholm","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Président de comité scientifique","Biozentrum Basel","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Président de panel","Fonds National Suisse","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Président Division III","Fonds National Suisse, Berne","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Président du conseil scientifique","Ecole Normale de Paris (ENS)","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Président fondation","Fondation Latsis Internationale, Genève","Education & research"
"Denis","Duboule","Uni Genf","UGE","Geneva","Professeur (50%)","Université de Genève","Education & research"
"Jean-François","Dufour","Uni Bern","UBE","Bern","NA","Stiftung für Leberkrankheiten","Pharma & health"
"Jean-François","Dufour","Uni Bern","UBE","Bern","NA","Stiftung gegen Leberkrebs","Pharma & health"
"François","Dufresne","Uni Lausanne","ULA","Lausanne","Conseil d'administration","Etablissement Cantonal d'Assurance","Society, Social, Culture & Sports"
"André-Gilles","Dumont","ETH Lausanne","EPF","Lausanne","Conseil d'administration","Infralab SA Romanel, Lausanne","Commerce, trade & services"
"Jean-Philippe","Dunand","Uni Neuenburg","UNE","Neuchâtel","Conseil externe dans l'étude d'avocats","Athemis","Consulting, public relations, legal & trust"
"Thomas","Dyllick","Uni St. Gallen","USG","Saint Gallen","Aufsichtsrat","oekom Research AG","Financial industry & insurances"
"Thomas","Dyllick","Uni St. Gallen","USG","Saint Gallen","Beirat","SQS Software Quality Systems (Schweiz) AG","Consulting, public relations, legal & trust"
"Thomas","Dyllick","Uni St. Gallen","USG","Saint Gallen","Berater","BSL Lausanne","Education & research"
"Thomas","Dyllick","Uni St. Gallen","USG","Saint Gallen","Kommanditist","Brenzinger Grundstücksverwaltungs KG","Commerce, trade & services"
"Paul Joseph","Dyson","ETH Lausanne","EPF","Lausanne","Editorial board member of several journals (unpaid)","Journals","Not classifiable"
"Paul Joseph","Dyson","ETH Lausanne","EPF","Lausanne","Examiner of several PhD Thesis","Several PhD thesis","Not classifiable"
"Paul Joseph","Dyson","ETH Lausanne","EPF","Lausanne","Member of several conferences advisory boards (unpaid)","Conferences","Not classifiable"
"Paul Joseph","Dyson","ETH Lausanne","EPF","Lausanne","Member of the board of the Swiss Competence Center in Energy Research","PSI","Education & research"
"Dietmar","Eberle","ETH Zürich","ETH","Zurich","VR-Mandat","Senn BPM AG","Not classifiable"
"Anna","Ebers","Uni St. Gallen","USG","Saint Gallen","Gründerin und Projektleiterin","Gemeinnützliches Projekt für erneuerbare Energien SunRaisers","Energy, environment & mobility"
"Anna","Ebers","Uni St. Gallen","USG","Saint Gallen","Mitgründerin","oikos Konstanz","Education & research"
"Matthias","Egger","Uni Bern","UBE","Bern","NA","Krebsforschung Schweiz","Pharma & health"
"Matthias","Egger","Uni Bern","UBE","Bern","NA","SNF Forschungsrat","Education & research"
"Matthias","Egger","Uni Bern","UBE","Bern","NA","WHO, Geneva","Pharma & health"
"Patricia","Egli","Uni St. Gallen","USG","Saint Gallen","Ersatzrichterin","Verwaltungsgericht Zürich","Politics, administration, justice system & security sector"
"Bernhard","Ehrenzeller","Uni St. Gallen","USG","Saint Gallen","Experte im Rahmen der Weiterentwicklung der schweizerischen Hochschul- und Bildungsgesetzgebung wie auch der Hochschulgesetzregelung","Kanton St.Gallen","Politics, administration, justice system & security sector"
"Bernhard","Ehrenzeller","Uni St. Gallen","USG","Saint Gallen","Korrespondierendes Mitglied der philosophisch-historischen Klasse im Ausland","Österreichische Akademie der Wissenschaften","Education & research"
"Bernhard","Ehrenzeller","Uni St. Gallen","USG","Saint Gallen","Mitglied des Stiftungsrats","Stiftung für Schweizerische Rechtspflege","Politics, administration, justice system & security sector"
"Bernhard","Ehrenzeller","Uni St. Gallen","USG","Saint Gallen","Richter","Staatsgerichtshof des Fürstentums Liechtenstein","Politics, administration, justice system & security sector"
"Reiner","Eichenberger","Uni Freiburg","UFR","Fribourg","Mitglied","Eidgenössische Kommunikationskommission","Commerce, trade & services"
"Reiner","Eichenberger","Uni Freiburg","UFR","Fribourg","Mitglied Stiftungsrat Ombudsmann","Postfinance","Financial industry & insurances"
"Friedrich","Eisenbrand","ETH Lausanne","EPF","Lausanne","Membre du conseil national de la recherche","FNS division IV, Berne","Education & research"
"Florian","Elliker","Uni St. Gallen","USG","Saint Gallen","Research Fellow","University of the Free State","Education & research"
"Patrick","Emmenegger","Uni St. Gallen","USG","Saint Gallen","NA","Eidgenössischen Berufsbildungskommission (EBBK)","Politics, administration, justice system & security sector"
"Patrick","Emmenegger","Uni St. Gallen","USG","Saint Gallen","Präsident","Schweizerische Vereinigung für Politikwissenschaft","Education & research"
"David Lyndon","Emsley","ETH Lausanne","EPF","Lausanne","Associate Editor, Journal of the American Chemical Society","American Chemical Society","Technology"
"David Lyndon","Emsley","ETH Lausanne","EPF","Lausanne","Invited Professor","KAUST, Jeddah","Education & research"
"David Lyndon","Emsley","ETH Lausanne","EPF","Lausanne","Professor of Chemistry","Ecole normale supérieure de Lyon","Education & research"
"Christian","Enz","ETH Lausanne","EPF","Lausanne","Scientific Advisory Board: Cooperation CSEM-EPF","CSEM, Neuchatel","Education & research"
"Astrid","Epiney","Uni Freiburg","UFR","Fribourg","Präsidentin","Schweizer Wissenschafts- und Innovationsrat","Education & research"
"Thomas","Epper","Uni St. Gallen","USG","Saint Gallen","Department of Economics","Universität Zürich","Education & research"
