,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents Advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Age Category,Interested in Math,Interested in Pets
782,5.0,2.0,5.0,2.0,3.0,5.0,2.0,3.0,Often,most of the day,4.0,17.0,3.0,female,village,Less than 21,False,Yes
783,5.0,4.0,5.0,5.0,2.0,5.0,1.0,3.0,Sometimes,few hours a day,4.0,21.0,1.0,male,village,21+,False,Yes
784,4.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,Often,few hours a day,2.0,19.0,1.0,male,city,Less than 21,False,No
785,4.0,1.0,5.0,5.0,1.0,4.0,1.0,3.0,Rarely,few hours a day,2.0,19.0,0.0,male,city,Less than 21,True,Yes
786,5.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,Often,few hours a day,3.0,19.0,0.0,male,city,Less than 21,True,No
787,5.0,3.0,5.0,5.0,3.0,2.0,1.0,2.0,Often,few hours a day,2.0,16.0,1.0,male,city,Less than 21,True,No
788,5.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,Sometimes,less than an hour a day,4.0,18.0,2.0,female,city,Less than 21,False,No
789,5.0,4.0,5.0,3.0,1.0,5.0,3.0,1.0,Often,most of the day,2.0,19.0,3.0,male,village,Less than 21,False,Yes
790,5.0,4.0,5.0,3.0,3.0,1.0,2.0,5.0,Rarely,few hours a day,4.0,20.0,,female,village,Less than 21,False,No
791,5.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,Sometimes,few hours a day,1.0,19.0,1.0,female,city,Less than 21,False,No
792,5.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,Often,less than an hour a day,3.0,21.0,1.0,male,village,21+,False,Yes
793,2.0,4.0,5.0,3.0,4.0,2.0,1.0,3.0,Always,few hours a day,4.0,24.0,2.0,male,city,21+,False,No
794,4.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,Sometimes,less than an hour a day,5.0,23.0,1.0,male,city,21+,False,Yes
795,5.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,Often,most of the day,5.0,30.0,0.0,female,city,21+,False,Yes
796,3.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,Often,less than an hour a day,4.0,27.0,3.0,male,city,21+,False,Yes
797,5.0,3.0,5.0,2.0,2.0,1.0,1.0,5.0,Sometimes,few hours a day,3.0,19.0,1.0,male,city,Less than 21,False,No
798,5.0,2.0,5.0,5.0,2.0,1.0,3.0,3.0,Sometimes,few hours a day,3.0,18.0,2.0,female,city,Less than 21,False,No
799,5.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,Sometimes,few hours a day,4.0,18.0,2.0,male,city,Less than 21,False,Yes
800,5.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,Sometimes,few hours a day,5.0,17.0,2.0,male,city,Less than 21,True,No
801,4.0,4.0,5.0,2.0,1.0,2.0,1.0,3.0,Never,less than an hour a day,1.0,30.0,1.0,female,village,21+,False,No
802,5.0,4.0,5.0,3.0,1.0,4.0,5.0,1.0,Sometimes,few hours a day,4.0,19.0,0.0,female,city,Less than 21,False,Yes
803,5.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,Often,most of the day,3.0,27.0,5.0,female,village,21+,False,Yes
804,5.0,2.0,5.0,1.0,1.0,5.0,5.0,2.0,Often,most of the day,1.0,21.0,1.0,female,village,21+,False,Yes
805,5.0,3.0,2.0,5.0,1.0,4.0,5.0,3.0,Often,few hours a day,3.0,17.0,3.0,female,city,Less than 21,False,Yes
806,1.0,1.0,5.0,5.0,1.0,5.0,1.0,2.0,Sometimes,few hours a day,3.0,20.0,1.0,male,city,Less than 21,False,Yes
807,3.0,1.0,5.0,3.0,1.0,5.0,4.0,3.0,Rarely,few hours a day,3.0,20.0,0.0,male,city,Less than 21,False,Yes
808,5.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,Sometimes,few hours a day,2.0,20.0,1.0,male,city,Less than 21,False,No
809,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,Rarely,most of the day,2.0,18.0,0.0,male,city,Less than 21,False,No
810,5.0,1.0,5.0,4.0,1.0,5.0,5.0,2.0,Sometimes,few hours a day,1.0,20.0,1.0,male,city,Less than 21,False,Yes
811,5.0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,Often,few hours a day,4.0,20.0,1.0,male,city,Less than 21,False,Yes
812,5.0,1.0,5.0,5.0,1.0,4.0,1.0,2.0,Rarely,few hours a day,1.0,17.0,1.0,female,city,Less than 21,False,Yes
813,5.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,Rarely,few hours a day,1.0,19.0,1.0,male,city,Less than 21,True,Yes
814,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,Never,few hours a day,2.0,20.0,1.0,female,city,Less than 21,True,Yes
815,5.0,2.0,5.0,4.0,4.0,5.0,1.0,1.0,Sometimes,few hours a day,3.0,20.0,1.0,male,city,Less than 21,True,Yes
816,5.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,Often,few hours a day,2.0,21.0,0.0,male,city,21+,False,Yes
817,3.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,Always,most of the day,3.0,23.0,0.0,male,city,21+,False,No
818,4.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,Sometimes,few hours a day,2.0,24.0,2.0,male,village,21+,False,Yes
819,5.0,2.0,4.0,3.0,3.0,5.0,2.0,1.0,Sometimes,less than an hour a day,4.0,17.0,0.0,female,city,Less than 21,False,Yes
820,5.0,1.0,5.0,2.0,3.0,1.0,4.0,2.0,Often,few hours a day,2.0,18.0,1.0,female,city,Less than 21,False,No
821,5.0,1.0,5.0,5.0,1.0,5.0,3.0,4.0,Sometimes,few hours a day,1.0,17.0,1.0,male,city,Less than 21,False,Yes
822,5.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,Never,few hours a day,4.0,19.0,1.0,female,city,Less than 21,False,Yes
823,5.0,3.0,4.0,4.0,1.0,1.0,2.0,5.0,Rarely,few hours a day,2.0,21.0,0.0,male,city,21+,False,No
824,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,Sometimes,most of the day,4.0,29.0,1.0,female,city,21+,False,Yes
825,4.0,1.0,5.0,2.0,2.0,5.0,2.0,3.0,Sometimes,few hours a day,2.0,21.0,1.0,female,city,21+,False,Yes
826,5.0,1.0,5.0,4.0,1.0,1.0,4.0,3.0,Sometimes,few hours a day,1.0,20.0,1.0,female,village,Less than 21,False,No
827,5.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,Often,few hours a day,1.0,20.0,1.0,female,city,Less than 21,False,No
828,1.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,Sometimes,few hours a day,4.0,19.0,1.0,male,village,Less than 21,True,No
829,5.0,1.0,5.0,3.0,2.0,2.0,4.0,5.0,Always,few hours a day,3.0,20.0,0.0,female,city,Less than 21,False,No
830,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,Often,most of the day,2.0,21.0,1.0,female,city,21+,False,Yes
831,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,Often,few hours a day,3.0,17.0,2.0,female,village,Less than 21,False,Yes
832,5.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,Sometimes,few hours a day,1.0,20.0,1.0,female,village,Less than 21,False,No
833,3.0,2.0,5.0,3.0,2.0,1.0,2.0,3.0,Sometimes,few hours a day,4.0,19.0,1.0,male,city,Less than 21,False,No
834,4.0,2.0,5.0,2.0,1.0,3.0,4.0,2.0,Often,less than an hour a day,2.0,21.0,1.0,male,city,21+,False,Yes
835,4.0,1.0,5.0,4.0,4.0,1.0,3.0,3.0,Sometimes,few hours a day,3.0,19.0,0.0,male,city,Less than 21,False,No
836,5.0,1.0,5.0,2.0,1.0,4.0,1.0,1.0,Rarely,few hours a day,1.0,19.0,0.0,male,city,Less than 21,False,Yes
837,5.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,Often,few hours a day,2.0,20.0,3.0,male,city,Less than 21,False,Yes
838,5.0,2.0,5.0,2.0,1.0,5.0,5.0,1.0,Never,few hours a day,3.0,21.0,0.0,female,city,21+,False,Yes
839,4.0,1.0,5.0,2.0,1.0,5.0,2.0,2.0,Sometimes,few hours a day,2.0,23.0,1.0,female,city,21+,False,Yes
840,5.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,Often,most of the day,4.0,24.0,1.0,female,city,21+,False,Yes
841,5.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,Always,few hours a day,1.0,19.0,3.0,male,city,Less than 21,True,No
842,,2.0,5.0,5.0,2.0,4.0,5.0,1.0,Never,few hours a day,3.0,24.0,2.0,female,village,21+,True,Yes
843,5.0,3.0,5.0,5.0,1.0,5.0,5.0,3.0,Sometimes,few hours a day,4.0,20.0,1.0,female,city,Less than 21,True,Yes
844,5.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0,Often,few hours a day,2.0,30.0,2.0,male,city,21+,False,Yes
845,4.0,1.0,5.0,5.0,2.0,4.0,3.0,3.0,Sometimes,most of the day,1.0,20.0,1.0,female,city,Less than 21,False,Yes
846,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,Often,few hours a day,4.0,23.0,4.0,female,city,21+,False,Yes
847,5.0,1.0,5.0,3.0,1.0,5.0,4.0,5.0,Never,few hours a day,1.0,19.0,1.0,female,city,Less than 21,False,Yes
848,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,Rarely,few hours a day,3.0,19.0,4.0,male,city,Less than 21,False,No
849,3.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0,Rarely,most of the day,2.0,22.0,2.0,female,village,21+,False,Yes
850,4.0,1.0,5.0,2.0,1.0,5.0,5.0,2.0,Often,few hours a day,5.0,17.0,0.0,female,city,Less than 21,False,Yes
851,5.0,5.0,5.0,4.0,5.0,3.0,1.0,3.0,Always,few hours a day,1.0,20.0,2.0,male,city,Less than 21,False,Yes
852,5.0,3.0,5.0,4.0,3.0,5.0,2.0,1.0,Often,few hours a day,4.0,19.0,2.0,male,village,Less than 21,False,Yes
853,5.0,1.0,5.0,3.0,3.0,5.0,1.0,3.0,Always,few hours a day,4.0,30.0,4.0,female,village,21+,False,Yes
854,5.0,1.0,4.0,2.0,3.0,3.0,5.0,3.0,Often,few hours a day,2.0,27.0,0.0,male,city,21+,False,Yes
855,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,Often,few hours a day,3.0,19.0,1.0,male,city,Less than 21,False,Yes
856,5.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,Sometimes,few hours a day,2.0,17.0,1.0,female,city,Less than 21,True,Yes
857,5.0,5.0,5.0,2.0,1.0,5.0,2.0,2.0,Often,most of the day,4.0,20.0,1.0,male,village,Less than 21,False,Yes
858,3.0,1.0,5.0,5.0,2.0,1.0,1.0,5.0,Sometimes,few hours a day,4.0,20.0,2.0,male,village,Less than 21,False,No
859,5.0,4.0,5.0,3.0,2.0,5.0,2.0,3.0,Sometimes,few hours a day,2.0,20.0,1.0,male,city,Less than 21,False,Yes
860,5.0,5.0,5.0,3.0,1.0,4.0,3.0,1.0,Sometimes,few hours a day,2.0,20.0,2.0,male,city,Less than 21,False,Yes
861,5.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,Rarely,few hours a day,1.0,18.0,1.0,female,city,Less than 21,False,Yes
862,5.0,4.0,5.0,3.0,4.0,5.0,1.0,2.0,Often,few hours a day,2.0,21.0,2.0,male,city,21+,False,Yes
863,5.0,5.0,5.0,3.0,1.0,5.0,2.0,3.0,Sometimes,few hours a day,3.0,21.0,1.0,male,village,21+,False,Yes
864,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,Sometimes,few hours a day,2.0,20.0,1.0,male,village,Less than 21,False,Yes
865,4.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,Rarely,less than an hour a day,4.0,17.0,2.0,female,city,Less than 21,False,Yes
866,4.0,1.0,3.0,5.0,2.0,3.0,1.0,3.0,Rarely,most of the day,1.0,23.0,1.0,male,city,21+,False,Yes
867,5.0,1.0,5.0,4.0,3.0,5.0,5.0,2.0,Often,few hours a day,4.0,25.0,1.0,female,city,21+,False,Yes
868,5.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,Often,few hours a day,4.0,18.0,0.0,male,village,Less than 21,False,Yes
869,5.0,1.0,5.0,5.0,1.0,5.0,3.0,4.0,Rarely,few hours a day,5.0,18.0,1.0,female,city,Less than 21,True,Yes
870,5.0,4.0,5.0,2.0,3.0,2.0,4.0,1.0,Sometimes,few hours a day,4.0,25.0,1.0,female,city,21+,True,No
871,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,Always,most of the day,1.0,21.0,1.0,male,village,21+,True,Yes
872,5.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,Sometimes,few hours a day,3.0,20.0,1.0,male,village,Less than 21,False,No
873,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,Sometimes,few hours a day,3.0,21.0,0.0,male,city,21+,False,No
874,5.0,3.0,5.0,3.0,1.0,4.0,2.0,2.0,Often,few hours a day,4.0,18.0,1.0,female,city,Less than 21,False,Yes
875,5.0,4.0,5.0,1.0,1.0,5.0,1.0,3.0,Sometimes,few hours a day,1.0,20.0,2.0,female,village,Less than 21,False,Yes
876,5.0,3.0,5.0,2.0,5.0,4.0,2.0,4.0,Sometimes,few hours a day,5.0,19.0,1.0,male,city,Less than 21,False,Yes
877,5.0,1.0,5.0,4.0,3.0,2.0,1.0,3.0,Always,few hours a day,4.0,22.0,2.0,male,city,21+,False,No
878,4.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,Often,less than an hour a day,4.0,26.0,3.0,male,city,21+,False,Yes
879,4.0,5.0,5.0,2.0,4.0,5.0,1.0,2.0,Sometimes,less than an hour a day,2.0,23.0,0.0,male,city,21+,False,Yes
880,5.0,4.0,5.0,3.0,1.0,4.0,2.0,2.0,Often,few hours a day,4.0,18.0,1.0,female,city,Less than 21,False,Yes
881,5.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,Rarely,few hours a day,4.0,18.0,1.0,female,city,Less than 21,False,Yes
882,5.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,Often,few hours a day,2.0,16.0,1.0,female,city,Less than 21,False,No
883,5.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,Often,few hours a day,4.0,19.0,2.0,female,village,Less than 21,False,No
884,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,Sometimes,few hours a day,1.0,19.0,1.0,female,city,Less than 21,True,Yes
885,3.0,3.0,4.0,3.0,2.0,5.0,1.0,2.0,Often,few hours a day,2.0,23.0,0.0,female,city,21+,False,Yes
886,5.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0,Rarely,few hours a day,2.0,21.0,1.0,male,city,21+,False,No
887,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,Sometimes,less than an hour a day,4.0,19.0,1.0,male,city,Less than 21,False,Yes
888,5.0,2.0,5.0,4.0,1.0,5.0,3.0,2.0,Often,less than an hour a day,2.0,20.0,1.0,female,city,Less than 21,False,Yes
889,5.0,2.0,5.0,5.0,1.0,1.0,4.0,4.0,Rarely,few hours a day,1.0,22.0,1.0,female,city,21+,False,No
890,5.0,4.0,5.0,1.0,4.0,3.0,2.0,3.0,Sometimes,few hours a day,3.0,20.0,1.0,male,city,Less than 21,False,Yes
891,5.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,Sometimes,few hours a day,3.0,21.0,2.0,male,village,21+,False,Yes
892,5.0,1.0,5.0,3.0,4.0,2.0,3.0,2.0,Sometimes,few hours a day,3.0,19.0,1.0,male,city,Less than 21,False,No
893,5.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,Sometimes,less than an hour a day,4.0,17.0,0.0,female,village,Less than 21,False,No
894,5.0,1.0,5.0,2.0,1.0,4.0,3.0,2.0,Often,few hours a day,4.0,19.0,2.0,female,city,Less than 21,False,Yes
895,4.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,Sometimes,few hours a day,3.0,16.0,1.0,male,village,Less than 21,False,Yes
896,5.0,1.0,5.0,4.0,1.0,3.0,2.0,2.0,Sometimes,few hours a day,4.0,22.0,1.0,male,village,21+,False,Yes
897,5.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,Sometimes,few hours a day,2.0,23.0,2.0,male,city,21+,True,Yes
898,5.0,1.0,5.0,4.0,1.0,3.0,2.0,2.0,Sometimes,less than an hour a day,3.0,28.0,2.0,female,village,21+,True,Yes
899,5.0,1.0,3.0,4.0,3.0,5.0,1.0,3.0,Sometimes,few hours a day,2.0,20.0,2.0,male,city,Less than 21,True,Yes
900,5.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,Often,few hours a day,3.0,21.0,1.0,male,city,21+,False,Yes
901,4.0,1.0,5.0,4.0,1.0,5.0,5.0,2.0,Often,less than an hour a day,4.0,22.0,1.0,female,city,21+,False,Yes
902,5.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,Sometimes,few hours a day,2.0,,,male,city,21+,False,Yes
903,5.0,1.0,3.0,5.0,5.0,3.0,1.0,2.0,Often,few hours a day,4.0,19.0,1.0,male,city,Less than 21,False,Yes
904,3.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,Often,few hours a day,3.0,24.0,1.0,female,city,21+,False,No
905,5.0,3.0,5.0,5.0,1.0,2.0,1.0,1.0,Sometimes,few hours a day,4.0,23.0,1.0,male,city,21+,False,No
906,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,Often,less than an hour a day,2.0,21.0,2.0,female,city,21+,False,No
907,5.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,Never,most of the day,1.0,22.0,1.0,female,city,21+,False,No
908,5.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,Often,few hours a day,3.0,18.0,1.0,male,city,Less than 21,False,No
909,5.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,Always,less than an hour a day,4.0,28.0,2.0,female,city,21+,False,Yes
910,5.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,Often,few hours a day,4.0,18.0,0.0,female,city,Less than 21,False,No
911,5.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,Often,few hours a day,4.0,23.0,1.0,female,village,21+,False,Yes
912,5.0,3.0,4.0,4.0,3.0,4.0,,3.0,Often,less than an hour a day,4.0,22.0,1.0,female,village,21+,True,Yes
913,5.0,3.0,5.0,4.0,3.0,2.0,5.0,4.0,Sometimes,few hours a day,4.0,21.0,1.0,female,city,21+,False,No
914,5.0,2.0,5.0,5.0,3.0,3.0,1.0,5.0,Rarely,few hours a day,1.0,20.0,1.0,female,city,Less than 21,False,Yes
915,4.0,4.0,5.0,1.0,2.0,5.0,4.0,3.0,Often,few hours a day,5.0,18.0,1.0,female,city,Less than 21,False,Yes
916,4.0,1.0,5.0,4.0,1.0,4.0,1.0,4.0,Sometimes,few hours a day,1.0,21.0,1.0,male,city,21+,False,Yes
917,5.0,3.0,5.0,3.0,3.0,3.0,1.0,2.0,Rarely,few hours a day,2.0,20.0,1.0,male,village,Less than 21,False,Yes
918,4.0,1.0,5.0,5.0,2.0,4.0,1.0,4.0,Sometimes,most of the day,4.0,21.0,1.0,female,village,21+,False,Yes
919,5.0,1.0,5.0,5.0,2.0,1.0,2.0,3.0,Often,few hours a day,2.0,21.0,1.0,female,city,21+,False,No
920,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,Sometimes,few hours a day,3.0,20.0,2.0,female,city,Less than 21,False,No
921,5.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,Never,few hours a day,4.0,17.0,0.0,male,city,Less than 21,False,Yes
922,5.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,Sometimes,few hours a day,3.0,20.0,1.0,female,city,Less than 21,False,Yes
923,5.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,Often,few hours a day,2.0,23.0,3.0,female,city,21+,False,Yes
924,5.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,Often,few hours a day,4.0,19.0,0.0,female,city,Less than 21,False,Yes
925,5.0,2.0,5.0,3.0,1.0,5.0,4.0,2.0,Always,few hours a day,5.0,20.0,0.0,female,city,Less than 21,True,Yes
926,5.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,Sometimes,few hours a day,4.0,22.0,1.0,male,city,21+,True,No
927,5.0,3.0,5.0,1.0,1.0,5.0,1.0,3.0,Often,few hours a day,4.0,19.0,1.0,female,city,Less than 21,True,Yes
928,5.0,3.0,5.0,3.0,1.0,5.0,5.0,3.0,Rarely,few hours a day,4.0,19.0,0.0,female,city,Less than 21,False,Yes
929,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,Sometimes,few hours a day,3.0,27.0,1.0,female,city,21+,False,Yes
930,5.0,3.0,5.0,3.0,1.0,1.0,5.0,5.0,Sometimes,few hours a day,3.0,18.0,5.0,female,city,Less than 21,False,No
931,5.0,2.0,5.0,1.0,2.0,3.0,1.0,4.0,Often,most of the day,4.0,18.0,2.0,male,city,Less than 21,False,Yes
932,5.0,4.0,5.0,1.0,3.0,2.0,5.0,2.0,Often,few hours a day,5.0,20.0,1.0,female,city,Less than 21,False,No
933,5.0,1.0,5.0,4.0,2.0,5.0,5.0,4.0,Sometimes,few hours a day,3.0,17.0,3.0,female,city,Less than 21,False,Yes
934,5.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,Sometimes,few hours a day,2.0,19.0,0.0,,city,Less than 21,False,Yes
935,5.0,1.0,5.0,3.0,1.0,5.0,5.0,3.0,Sometimes,few hours a day,3.0,16.0,1.0,female,city,Less than 21,False,Yes
936,4.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,Sometimes,few hours a day,2.0,21.0,0.0,female,city,21+,False,No
937,5.0,2.0,5.0,3.0,5.0,5.0,3.0,5.0,Rarely,few hours a day,5.0,18.0,4.0,female,village,Less than 21,False,Yes
938,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,Always,few hours a day,1.0,19.0,0.0,female,city,Less than 21,False,Yes
939,4.0,4.0,5.0,2.0,3.0,4.0,5.0,2.0,Often,few hours a day,3.0,20.0,0.0,female,city,Less than 21,False,Yes
940,5.0,5.0,,4.0,3.0,4.0,3.0,2.0,Often,few hours a day,2.0,16.0,4.0,male,city,Less than 21,True,Yes
941,5.0,1.0,5.0,2.0,2.0,2.0,2.0,5.0,Never,few hours a day,1.0,18.0,3.0,female,village,Less than 21,False,No
942,5.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,Sometimes,most of the day,4.0,24.0,0.0,male,village,21+,False,Yes
943,4.0,2.0,5.0,3.0,4.0,5.0,2.0,2.0,Sometimes,less than an hour a day,2.0,22.0,2.0,female,city,21+,False,Yes
944,5.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,Often,few hours a day,3.0,19.0,1.0,female,village,Less than 21,False,Yes
945,5.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,Sometimes,few hours a day,1.0,22.0,1.0,male,city,21+,False,Yes
946,5.0,2.0,5.0,3.0,1.0,1.0,4.0,4.0,Sometimes,few hours a day,1.0,22.0,0.0,male,city,21+,False,No
947,5.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,Sometimes,few hours a day,3.0,16.0,1.0,female,village,Less than 21,False,Yes
948,5.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0,Often,few hours a day,4.0,18.0,1.0,female,village,Less than 21,False,Yes
949,5.0,2.0,5.0,1.0,2.0,5.0,1.0,3.0,Sometimes,most of the day,3.0,18.0,3.0,female,city,Less than 21,False,Yes
950,5.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,Sometimes,most of the day,5.0,15.0,0.0,male,village,Less than 21,False,Yes
951,4.0,5.0,5.0,1.0,3.0,1.0,3.0,4.0,Never,most of the day,1.0,26.0,3.0,male,city,21+,False,No
952,5.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,Often,few hours a day,5.0,19.0,1.0,male,city,Less than 21,False,No
953,5.0,1.0,5.0,4.0,3.0,4.0,5.0,3.0,Sometimes,few hours a day,4.0,20.0,1.0,female,city,Less than 21,True,Yes
954,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,Often,few hours a day,3.0,20.0,0.0,female,city,Less than 21,True,Yes
955,5.0,1.0,4.0,5.0,5.0,5.0,2.0,2.0,Sometimes,few hours a day,3.0,19.0,1.0,female,city,Less than 21,True,Yes
956,5.0,1.0,5.0,3.0,2.0,4.0,1.0,4.0,Sometimes,most of the day,3.0,20.0,2.0,male,city,Less than 21,False,Yes
957,5.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,Often,few hours a day,3.0,20.0,5.0,male,city,Less than 21,False,No
958,5.0,4.0,4.0,3.0,1.0,5.0,5.0,3.0,Often,few hours a day,2.0,22.0,2.0,female,city,21+,False,Yes
959,4.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,Often,few hours a day,2.0,24.0,1.0,female,city,21+,False,Yes
960,5.0,1.0,5.0,5.0,3.0,1.0,3.0,1.0,Sometimes,few hours a day,3.0,,,female,city,21+,False,No
961,5.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,Sometimes,few hours a day,5.0,20.0,3.0,male,village,Less than 21,False,Yes
962,5.0,1.0,3.0,5.0,3.0,1.0,1.0,4.0,Often,less than an hour a day,5.0,21.0,1.0,female,village,21+,False,No
963,4.0,4.0,5.0,5.0,1.0,3.0,1.0,1.0,Never,most of the day,4.0,23.0,0.0,male,city,21+,False,Yes
964,5.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,Sometimes,few hours a day,4.0,21.0,3.0,male,city,21+,False,Yes
965,5.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,Sometimes,few hours a day,3.0,17.0,2.0,female,city,Less than 21,False,No
966,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,Never,less than an hour a day,1.0,19.0,1.0,female,city,Less than 21,False,Yes
967,5.0,2.0,5.0,5.0,5.0,4.0,1.0,2.0,Often,few hours a day,4.0,18.0,1.0,male,city,Less than 21,False,Yes
968,5.0,3.0,5.0,2.0,5.0,4.0,1.0,2.0,Sometimes,few hours a day,3.0,19.0,2.0,male,city,Less than 21,True,Yes
969,5.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,Rarely,few hours a day,2.0,19.0,2.0,male,village,Less than 21,False,No
970,5.0,1.0,5.0,2.0,4.0,3.0,2.0,5.0,Sometimes,few hours a day,1.0,22.0,1.0,male,city,21+,False,Yes
971,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,Often,few hours a day,4.0,18.0,1.0,male,city,Less than 21,False,Yes
972,5.0,2.0,5.0,3.0,3.0,5.0,5.0,2.0,Often,less than an hour a day,3.0,19.0,0.0,female,city,Less than 21,False,Yes
973,5.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,Sometimes,most of the day,4.0,20.0,2.0,female,city,Less than 21,False,Yes
974,5.0,2.0,5.0,3.0,5.0,3.0,3.0,1.0,Never,few hours a day,3.0,21.0,0.0,female,city,21+,False,Yes
975,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,Rarely,most of the day,3.0,23.0,1.0,female,village,21+,False,Yes
976,5.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,Often,few hours a day,4.0,19.0,1.0,female,city,Less than 21,False,No
977,5.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,Rarely,few hours a day,2.0,19.0,1.0,male,village,Less than 21,False,Yes
